name,id,classification,mass,year,latitude,longitude
Dhofar 797,7543,H6,132.19,2001.0,19.0604,54.536719999999995
Dhofar 801,7547,H6,119.15,2001.0,19.05568,54.551080000000006
Dhofar 802,7548,H6,199.43,2001.0,19.052329999999998,54.54195
Dhofar 805,7551,L6,237.94,2001.0,18.91925,54.26691999999999
Dhofar 806,7552,L5,117.24,2001.0,18.565279999999998,54.0807
Dhofar 807,7553,H5,1260.0,2001.0,18.504279999999998,54.0859
Dhofar 817,7563,H4,164.75,2001.0,19.019820000000003,54.513980000000004
Dhofar 821,7567,H4,133.22,2001.0,19.0456,54.494
Dhofar 827,7573,H6,134.99,2001.0,19.058770000000003,54.547380000000004
Dhofar 828,7574,H5,225.86,2001.0,19.05978,54.56268000000001
Dhofar 835,7581,H5,160.09,2001.0,18.644820000000003,54.003930000000004
Dhofar 836,7582,Ureilite,995.0,2000.0,18.348670000000002,54.214
Dhofar 837,7583,Ureilite,900.1,2000.0,18.30583,54.14966999999999
Dhofar 838,7584,H6,170.0,2002.0,19.328329999999998,54.76333
Dhofar 839,7585,H5,126.0,2002.0,18.52833,54.003330000000005
Dhofar 840,7586,H4,126.0,2002.0,19.34167,54.56
Dhofar 841,7587,H6,100.0,2002.0,18.63,54.05
Dhofar 842,7588,L5,136.75,2001.0,19.18833,54.79833000000001
Dhofar 843,7589,L6,147.0,2001.0,19.17667,54.67833
Dhofar 844,7590,L6,182.0,2001.0,18.39167,54.16
Dhofar 845,7591,H4,190.0,2001.0,18.40833,54.13
Dhofar 846,7592,H6,156.0,2001.0,18.343329999999998,54.09333
Dhofar 847,7593,H6,130.0,2001.0,18.46167,54.01
Dhofar 848,7594,L5,162.0,2001.0,18.20167,54.28
Dhofar 849,7595,L6,146.0,2001.0,18.18167,54.096669999999996
Dhofar 850,7596,LL3,208.0,2002.0,18.61833,54.155
Dhofar 852,7598,H4,122.0,2001.0,18.24333,54.135
Dhofar 854,7600,L6,142.0,2001.0,18.88,54.61666999999999
Dhofar 855,7601,LL4,196.0,2001.0,18.31167,54.145
Dhofar 856,7602,L6,145.0,2001.0,18.395,54.27
Dhofar 857,7603,H6,126.0,2001.0,18.395,54.136669999999995
Dhofar 860,7606,OC,394.0,2003.0,19.3,54.668330000000005
Dhofar 861,7607,H6,182.0,2001.0,19.031670000000002,54.511669999999995
Dhofar 863,7609,L5,102.0,2002.0,19.383329999999997,54.59333
Dhofar 864,7610,L6,1233.0,2002.0,18.16333,54.16
Dhofar 908,7611,Lunar (anorth),245.0,2003.0,19.331670000000003,54.78333000000001
Dhofar 916,7619,H4,1350.0,2002.0,19.09667,54.791669999999996
Dhofar 918,7621,LL5-6,134.0,2003.0,19.26,54.488330000000005
Dhofar 921,7624,L6,144.0,2003.0,18.625,54.43
Dhofar 922,7625,L6,2270.0,2003.0,19.405,54.57
Dhofar 923,30517,H3.9,190.0,2002.0,19.335,54.66333
Dhofar 924,7626,L6,185.0,2002.0,19.16333,54.668330000000005
Dhofar 926,7628,L5,411.0,2002.0,19.07333,54.74833
Dhofar 927,7629,H5,795.0,2002.0,19.136670000000002,54.56333000000001
Dhofar 928,7630,L5,178.0,2002.0,19.113329999999998,54.75
Dhofar 929,7631,L5,602.0,2002.0,18.51667,54.22833000000001
Dhofar 931,7633,L6,105.0,2002.0,19.105,54.81833
Dhofar 935,7637,H5,1500.0,2002.0,19.105,54.81166999999999
Dhofar 938,30519,LL5,1248.0,2002.0,19.405,54.575
Dhofar 939,30520,H5,508.0,2002.0,18.20833,54.12
Dhofar 942,30522,L5,113.0,2002.0,19.16667,54.403330000000004
Dhofar 943,30523,L5,166.0,2002.0,19.05167,54.765
Dhofar 946,30526,LL5,2412.0,2002.0,19.165,54.403330000000004
Dhofar 947,30527,L5-6,170.0,2002.0,18.35333,54.235
Dhofar 948,30528,L5,158.0,2002.0,19.398329999999998,54.595
Dhofar 951,30531,H6,274.0,2002.0,18.63167,54.231669999999994
Dhofar 954,30534,H4,212.0,2002.0,18.535,54.13333000000001
Dhofar 956,30536,L4,114.0,2002.0,19.21667,54.65667
Dhofar 957,30537,H4,550.0,2002.0,19.09167,54.386669999999995
Dhofar 958,30538,H5,400.0,2002.0,19.085,54.77
Dhofar 959,30539,L6,702.0,2002.0,19.386670000000002,54.57666999999999
Dhofar 964,30542,H4,1592.0,2004.0,19.126,54.85633000000001
Dhofar 965,30543,L6,247.0,2004.0,19.15314,54.96017
Dhofar 966,30544,L5,868.0,2004.0,19.19217,54.9855
Dhofar 969,33773,H5,737.4,2004.0,19.30022,54.85844
Dhofar 971,33775,L4,108.3,2004.0,19.36947,54.838280000000005
Dhofar 973,33776,H4,423.5,2004.0,19.26831,54.846940000000004
Dhofar 975,33777,L4,4230.0,2004.0,19.21939,54.918580000000006
Dhofar 977,30548,H3,1728.0,2004.0,19.22119,54.95961
Dhofar 978,30549,L4,2467.0,2004.0,19.22878,54.939530000000005
Dhofar 979,30550,Ureilite,1063.0,2004.0,19.75667,54.93666999999999
Dhofar 985,33782,LL6,153.9,2004.0,19.22478,54.92316999999999
Dhofar 989,30553,H6,608.5,2004.0,19.234389999999998,54.91681
Dhofar 990,30554,H4,165.3,2004.0,19.25317,54.836169999999996
Dhofar 992,30556,L6,213.9,2004.0,19.317829999999997,54.7295
Dhofar 993,30557,H3.8,114.5,2004.0,19.224829999999997,54.894169999999995
Dhofar 995,33787,H5,243.2,2003.0,19.1402,54.681419999999996
Dhofar 996,30559,LL5,2717.0,2003.0,19.16365,54.661269999999995
Diablo Pass,35516,L6,246.6,2004.0,33.66348,-114.29207
Diamond Valley,7641,H5,440.0,2001.0,40.08173,-115.93673000000001
Digor,49716,"Iron, IIIAB",3800.0,2006.0,42.33333,89.33333
Dimboola,7643,H5,16000.0,1944.0,-36.5,142.03333
Dimitrovgrad,7644,"Iron, IIIAB",100000.0,1949.0,43.04639,22.863889999999998
Dimmitt,7645,H3.7,200000.0,1942.0,34.58333,-102.16667
Dimmitt (b),7646,OC,2800.0,1981.0,34.48333,-102.32833000000001
Dingo Pup Donga,7647,Ureilite,122.7,1965.0,-30.433329999999998,126.1
Dispatch,7648,H,220.0,1956.0,39.5,-98.53333
Divnoe,7650,Achondrite-ung,12700.0,1981.0,45.7,43.7
Dix,7651,L6,44000.0,1927.0,41.23333,-103.48333000000001
Djebel Chaab 001,7653,L/LL6,1388.0,2003.0,25.223670000000002,0.8456
Djebel Chaab 002,7654,LL6,30616.0,2003.0,25.155920000000002,0.8221299999999999
Djebel Chaab 003,30560,L6,4570.2,2003.0,25.08683,0.8324
Djebel In-Azzene,7655,"Iron, IIIAB",12500.0,1990.0,27.866670000000003,0.45
Dolores,7660,"Iron, IIIAB",4333.0,2001.0,-19.65,-69.95
Dominion Range 85501,7696,H5,126.2,1985.0,-85.33333,166.5
Dominion Range 85502,7697,L6,302.2,1985.0,-85.33333,166.5
Dominion Range 85503,7698,L6,719.7,1985.0,-85.33333,166.5
Dominion Range 85504,7699,L4,120.6,1985.0,-85.33333,166.5
Dominion Range 85507,7702,H5,189.9,1985.0,-85.33333,166.5
Donnybrook,7709,Mesosiderite?,414.0,1918.0,-33.61667,115.91667
Dor el Gani,7711,"Iron, IIIAB",2575.0,1972.0,26.95833,16.03333
Dora (pallasite),7712,"Pallasite, PMG",7600.0,1955.0,33.92667,-103.955
Dora (stone),7713,OC,1570.0,1970.0,33.92333,-103.35
D'Orbigny,7714,Angrite,16550.0,1979.0,-37.66667,-61.65
Dorofeevka,7717,"Iron, IIF",12600.0,1910.0,53.333330000000004,70.06667
Dorrigo,7720,"Iron, ungrouped",8500.0,1948.0,-30.28333,152.66666999999998
Dos Cabezas,7721,L5,755.0,1998.0,32.295,-109.67
Dougherty,7724,L6,1113.0,2002.0,33.97917,-101.2
Doyleville,7727,H5,112.0,1887.0,38.41667,-106.58333
Drayton,7729,H4/5,2350.0,1982.0,48.66667,-97.11667
Dresden (Kansas),7730,H5,6760.0,1953.0,39.61667,-100.46306
Dronino,7732,"Iron, ungrouped",40000.0,2000.0,54.746669999999995,41.42167
Drum Mountains,7733,"Iron, IIIAB",529000.0,1944.0,39.5,-112.9
Duchesne,7737,"Iron, IVA",22700.0,1906.0,40.38333,-110.86667
Duel Hill (1854),7738,"Iron, IVA",21800.0,1854.0,35.85,-82.7
Duel Hill (1873),7739,"Iron, IAB-MG",11300.0,1873.0,35.85,-82.7
Duketon,7740,"Iron, IIIAB",118300.0,1948.0,-27.5,122.36667
Dumas (a),7741,H5,46050.0,1956.0,35.9,-101.9
Dumas (b),7742,H6,2284.0,1980.0,35.925,-101.895
Dumont,47341,"Iron, IVB",27420.0,1994.0,33.81667,-100.51666999999999
Duncanville,7744,H,17800.0,1961.0,32.63333,-96.86667
Dungannon,7747,"Iron, IAB-MG",13000.0,1922.0,36.85,-82.45
Dunganville,7748,"Iron, IIIAB",54000.0,1976.0,-42.55,171.35
Dwight,7756,L6,4100.0,1940.0,38.85,-96.58333
Eads,7759,H4,4860.0,1975.0,38.47,-102.82667
Eagle Station,7761,"Pallasite, PES",36000.0,1880.0,38.61667,-84.96667
Edjudina,7766,H4,4480.0,1969.0,-29.58639,122.18167
Edmond,7767,H6,4000.0,1983.0,39.76667,-99.91667
Edmonson (a),7768,L6,12000.0,1955.0,34.28333,-101.83333
Edmonson (b),7769,H4,14402.0,1981.0,34.28333,-101.83333
Edmonton (Canada),7770,"Iron, IIAB",7340.0,1939.0,53.666669999999996,-113.41667
Edmonton (Kentucky),7771,"Iron, IAB-sLM",10200.0,1942.0,37.03333,-85.63333
Efremovka,7772,CV3,21000.0,1962.0,52.5,77.0
Egvekinot,7773,"Iron, IAB-sLM",10000.0,1970.0,66.8,178.2
El Atchane 002,7779,H6,164.0,1991.0,29.698890000000002,4.05889
El Atchane 003,7780,L6,9000.0,1991.0,29.75944,4.20861
El Atchane 004,7781,H4/5,133.0,1991.0,29.76306,4.23528
El Atchane 005,7782,H5,132.0,1991.0,29.53722,4.22639
El Atchane 007,7784,L6,538.0,1991.0,29.71,4.1902800000000004
El Atchane 008,7785,H4,1397.0,1991.0,30.06222,4.55722
El Atchane 011,7788,H5,2886.4,2002.0,30.01965,4.555619999999999
El Atchane 012,7789,EL6,331.2,2002.0,29.1266,4.71773
El Atchane 013,30561,H5,720.0,2002.0,29.975,4.66667
El Atchane 015,54594,H~4,717.0,1997.0,28.9,4.5166699999999995
El Atchane 016,54595,H5,156.0,1998.0,29.366670000000003,4.75
El Atchane 017,54596,H~4/5,148.0,1997.0,29.53333,4.316669999999999
El Bahrain,7790,L6,14000.0,1983.0,28.6,26.4
El Blida 001,7791,H5,301.2,1998.0,29.91667,-5.41667
El Blida 002,7792,H6,286.0,1998.0,29.91667,-5.41667
El Burro,7793,"Iron, IIAB",35900.0,1939.0,29.33333,-101.83333
El Capitan,7794,"Iron, IIIAB",27500.0,1893.0,33.5,-105.5
El Carmen,7795,H6,629.0,1987.0,26.866670000000003,-105.23333000000001
El Djouf 001,7797,CR2,1250.0,1989.0,23.433329999999998,-1.41667
El Djouf 002,7798,H5,1389.0,1989.0,23.45,-1.86667
El Djouf 003,7799,L6,2027.0,1989.0,23.5,-1.85
El Djouf 004,7800,H6,360.0,1989.0,23.55,-1.81667
El Djouf 006,7801,L6,1072.0,1989.0,23.66667,-1.58333
El Djouf 007,7802,H5,4500.0,1989.0,23.66667,-1.81667
El Golea,7804,L6,823.0,1990.0,30.01667,2.98333
El Gouanem,7805,Ureilite,2100.0,2000.0,30.1,-6.85
El Hammami,7806,H5,240000.0,1997.0,23.28333,-10.81667
El Médano 004,54452,H4,151.0,2010.0,-24.85,-70.53333
El Médano 005,54453,L6,582.0,2010.0,-24.85,-70.53333
El Médano 017,54481,L6,156.0,2010.0,-24.85,-70.53333
El Médano 020,54483,L6,102.0,2010.0,-24.85,-70.53333
El Médano 023,54486,L6,115.0,2010.0,-24.85,-70.53333
El Médano 025,54488,H6,132.0,2010.0,-24.85,-70.53333
El Médano 026,54489,L6,154.0,2010.0,-24.85,-70.53333
El Médano 028,54496,L5,141.0,2010.0,-24.85,-70.53333
El Médano 029,54497,L5,392.0,2010.0,-24.85,-70.53333
El Médano 037,54505,L6,111.0,2010.0,-24.85,-70.53333
El Médano 045,55700,H5,319.0,2011.0,-24.85,-70.53333
El Médano 048,55703,H5,118.0,2011.0,-24.85,-70.53333
El Médano 049,55704,H4,138.0,2011.0,-24.85,-70.53333
El Médano 056,56280,CK5,180.0,2011.0,-24.85,-70.53333
El Médano 068,56179,H4,125.0,2011.0,-24.85,-70.53333
El Médano 071,56372,H5,163.0,2011.0,-24.85,-70.53333
El Médano 075,56376,L4,186.0,2011.0,-24.85,-70.53333
El Médano 078,56378,L6,1228.0,2011.0,-24.85,-70.53333
El Médano 079,56379,H5,230.0,2011.0,-24.85,-70.53333
El Médano 086,56598,H4,1258.0,2011.0,-24.85,-70.53333
El Médano 089,56601,L6,296.0,2011.0,-24.85,-70.53333
El Médano 092,56604,H6,289.0,2011.0,-24.85,-70.53333
El Médano 097,56608,L5-6,229.0,2011.0,-24.85,-70.53333
El Médano 098,56609,L6,135.0,2011.0,-24.85,-70.53333
El Médano 111,56657,H5,139.0,2011.0,-24.85,-70.53333
El Médano 118,56664,H5,161.0,2011.0,-24.85,-70.53333
El Médano 121,56667,H5,333.0,2011.0,-24.85,-70.53333
El Médano 126,56691,H5,584.0,2011.0,-24.85,-70.53333
El Médano 127,56692,H5,130.0,2011.0,-24.85,-70.53333
El Médano 128,56693,L6,556.0,2011.0,-24.85,-70.53333
El Médano 131,56696,H4,106.0,2011.0,-24.85,-70.53333
El Médano 132,56697,H4,670.0,2011.0,-24.85,-70.53333
El Médano 133,56698,LL6,397.0,2011.0,-24.85,-70.53333
El Médano 141,56706,L6,752.0,2011.0,-24.85,-70.53333
El Médano 148,56712,H5,298.0,2011.0,-24.85,-70.53333
El Médano 153,57170,H3,6038.0,2010.0,-24.85,-70.53333
El Médano 154,57187,L6,1047.0,2011.0,-24.85,-70.53333
El Médano 155,57188,H6,517.0,2011.0,-24.85,-70.53333
El Médano 156,57189,L6,161.0,2011.0,-24.85,-70.53333
El Médano 157,57190,H4,620.0,2011.0,-24.85,-70.53333
El Médano 162,57310,L4,147.0,2011.0,-24.85,-70.53333
El Médano 164,57312,H5,282.0,2011.0,-24.85,-70.53333
El Médano 167,57315,H4,163.0,2011.0,-24.85,-70.53333
El Médano 169,57317,L6,228.0,2011.0,-24.85,-70.53333
El Médano 170,57318,L4,3893.0,2011.0,-24.85,-70.53333
El Médano 171,57319,H~5,1821.0,2011.0,-24.85,-70.53333
El Médano 172,57320,H~5,1097.0,2011.0,-24.85,-70.53333
El Médano 173,57321,L~6,448.0,2011.0,-24.85,-70.53333
El Médano 174,57322,L~6,434.0,2011.0,-24.85,-70.53333
El Médano 175,57323,L~6,147.0,2011.0,-24.85,-70.53333
El Médano 177,57325,H~5,1198.0,2011.0,-24.85,-70.53333
El Médano 178,57326,H~5,5758.0,2011.0,-24.85,-70.53333
El Mirage,7809,"Iron, IIAB",598.0,1972.0,33.68333,-112.26666999999999
El Mirage Dry Lake 004,54570,LL6,271.0,2011.0,34.65783,-117.59891999999999
El Paso,7812,LL4,276.0,1950.0,31.78333,-106.23333000000001
El Perdido,7813,H5,30250.0,1905.0,-38.68333,-61.1
El Pozo,7814,L5,460.0,1998.0,26.933329999999998,-105.4
El Qoseir,7815,"Iron, ungrouped",2405.0,1921.0,26.28333,34.25
El Sampal,7817,"Iron, IIIAB",142000.0,1973.0,-44.53333,-70.36667
El Simbolar,7818,Iron,40000.0,1938.0,-30.633329999999997,-64.88333
El Timbu,7820,Iron,500000.0,1942.0,-33.11667,-60.96666999999999
Elba,7821,H5,4175.0,1966.0,39.83333,-103.21667
Eldee 001,47703,L6,4514.0,2006.0,-31.669970000000003,141.24233
Eldee 002,47704,L6-melt breccia,101.0,2006.0,-31.664170000000002,141.23375
Elephant Moraine 82600,7825,Eucrite-pmict,247.1,1982.0,-76.2925,157.24028
Elephant Moraine 82601,7826,L3.5-3.7,149.5,1982.0,-76.30167,157.26528000000002
Elephant Moraine 82602,7827,H4,1824.1,1982.0,-76.29139,157.20833000000002
Elephant Moraine 82603,7828,H5,8210.0,1982.0,-76.29861,157.33083
Elephant Moraine 82604,7829,H5,1570.6,1982.0,-76.18333,157.16666999999998
Elephant Moraine 82605,7830,L6,624.6,1982.0,-76.29139,157.20917
Elephant Moraine 82606,7831,L6,981.9,1982.0,-76.29139,157.20861000000002
Elephant Moraine 82607,7832,L6,165.3,1982.0,-76.29417,157.3225
Elephant Moraine 82609,7834,H4,325.5,1982.0,-76.18333,157.16666999999998
Elephant Moraine 83200,7842,H5,778.8,1983.0,-76.30111,157.18333
Elephant Moraine 83201,7843,H6,1059.8,1983.0,-76.295,157.28833
Elephant Moraine 83202,7844,L5-6,1213.2,1983.0,-76.29944,157.21694
Elephant Moraine 83203,7845,H5,545.6,1983.0,-76.32861,157.23
Elephant Moraine 83204,7846,LL6,376.6,1983.0,-76.29306,157.18
Elephant Moraine 83205,7847,L6,470.8,1983.0,-76.32833000000001,157.22916999999998
Elephant Moraine 83206,7848,L6,461.9,1983.0,-76.28361,157.185
Elephant Moraine 83207,7849,H4,1238.3,1983.0,-76.26889,157.1725
Elephant Moraine 83208,7850,H5,263.0,1983.0,-76.2725,157.19722
Elephant Moraine 83209,7851,L6,520.0,1983.0,-76.32611,157.17806000000002
Elephant Moraine 83210,7852,L6,425.6,1983.0,-76.28111,157.23221999999998
Elephant Moraine 83211,7853,H4,542.7,1983.0,-76.26861,157.16111
Elephant Moraine 83212,7854,Eucrite-pmict,402.1,1983.0,-76.2875,157.23861000000002
Elephant Moraine 83213,7855,LL3.7,2727.0,1983.0,-76.28278,157.23195
Elephant Moraine 83214,7856,L6,1397.5,1983.0,-76.28611,157.24472
Elephant Moraine 83215,7857,H6,510.4,1983.0,-76.30360999999999,157.23389
Elephant Moraine 83216,7858,L6,789.9,1983.0,-76.31944,157.19138999999998
Elephant Moraine 83217,7859,L6,374.7,1983.0,-76.32028000000001,157.26193999999998
Elephant Moraine 83218,7860,L6,191.9,1983.0,-76.28195,157.24028
Elephant Moraine 83219,7861,L6,243.3,1983.0,-76.27528000000001,157.18417
Elephant Moraine 83220,7862,L6,330.9,1983.0,-76.28389,157.20056
Elephant Moraine 83221,7863,H4-6,313.9,1983.0,-76.325,157.17834
Elephant Moraine 83222,7864,L6,317.0,1983.0,-76.30111,157.26917
Elephant Moraine 83223,7865,H5,218.6,1983.0,-76.29333000000001,157.27389
Elephant Moraine 83227,7869,Eucrite-pmict,1973.0,1983.0,-76.3,157.27306000000002
Elephant Moraine 83228,7870,Eucrite-pmict,1206.0,1983.0,-76.28528,157.23889
Elephant Moraine 83229,7871,Eucrite-pmict,312.9,1983.0,-76.28361,157.23639
Elephant Moraine 83230,7872,"Iron, ungrouped",530.0,1983.0,-76.30083,157.25139
Elephant Moraine 83232,7874,Eucrite-pmict,211.2,1983.0,-76.28860999999999,157.23193999999998
Elephant Moraine 83234,7875,Eucrite-pmict,180.6,1983.0,-76.28333,157.24083000000002
Elephant Moraine 83235,7876,Eucrite-pmict,254.6,1983.0,-76.28528,157.24028
Elephant Moraine 83237,7878,L6,882.7,1983.0,-76.2975,157.23389
Elephant Moraine 83238,7879,L6,382.1,1983.0,-76.27333,157.19917
Elephant Moraine 83239,7880,L6,282.3,1983.0,-76.27583,157.19555
Elephant Moraine 83240,7881,L5,247.8,1983.0,-76.31944,157.25444
Elephant Moraine 83241,7882,L6,203.3,1983.0,-76.27111,157.15972
Elephant Moraine 83242,7883,L5,282.1,1983.0,-76.29722,157.23333
Elephant Moraine 83243,7884,L6,288.1,1983.0,-76.28778,157.20443999999998
Elephant Moraine 83244,7885,L6,384.1,1983.0,-76.28139,157.27389
Elephant Moraine 83251,7891,Eucrite-pmict,261.4,1983.0,-76.28611,157.23972
Elephant Moraine 83252,7892,L6,183.7,1983.0,-76.31889,157.265
Elephant Moraine 83273,7913,LL6,146.6,1983.0,-76.30694,157.19083
Elephant Moraine 83300,7940,H5,115.1,1983.0,-76.28056,157.24028
Elephant Moraine 83302,7942,L6,130.4,1983.0,-76.28833,157.22834
Elephant Moraine 83305,7945,H5,167.0,1983.0,-76.28721999999999,157.22528
Elephant Moraine 83308,7948,L5,136.9,1983.0,-76.30360999999999,157.27445
Elephant Moraine 83315,7954,L6,113.5,1983.0,-76.32972,157.255
Elephant Moraine 83317,7956,L6,119.0,1983.0,-76.2975,157.23
Elephant Moraine 83323,7962,L6,140.5,1983.0,-76.3,157.18361000000002
Elephant Moraine 83324,7963,H5,142.8,1983.0,-76.285,157.28888999999998
Elephant Moraine 83326,7965,H5,112.6,1983.0,-76.28278,157.21167
Elephant Moraine 83333,7970,"Iron, IAB-sLL",188.6,1983.0,-76.30194,157.28388999999999
Elephant Moraine 83335,7972,L6,226.9,1983.0,-76.32333,157.18278
Elephant Moraine 83336,7973,L6,130.0,1983.0,-76.32889,157.19722
Elephant Moraine 83342,7978,L6,148.6,1983.0,-76.18333,157.16666999999998
Elephant Moraine 83343,7979,L6,125.1,1983.0,-76.29972,157.20333
Elephant Moraine 83348,7984,L6,299.2,1983.0,-76.2875,157.20389
Elephant Moraine 83363,7999,L6,184.7,1983.0,-76.32833000000001,157.23028
Elephant Moraine 83364,8000,L6,204.9,1983.0,-76.30417,157.17306000000002
Elephant Moraine 83365,8001,L6,157.6,1983.0,-76.31444,157.26611
Elephant Moraine 83366,8002,L6,188.5,1983.0,-76.32306,157.18333
Elephant Moraine 83367,8003,H6,107.4,1983.0,-76.28778,157.2075
Elephant Moraine 83371,8007,L6,169.9,1983.0,-76.28305999999999,157.19638999999998
Elephant Moraine 83372,8008,H5,168.9,1983.0,-76.27472,157.18472
Elephant Moraine 83373,8009,H6,158.9,1983.0,-76.31721999999999,157.26
Elephant Moraine 83375,8011,L6,266.6,1983.0,-76.29028000000001,157.18806
Elephant Moraine 83377,8013,H5,151.7,1983.0,-76.2875,157.21167
Elephant Moraine 83378,8014,L6,212.3,1983.0,-76.32861,157.23
Elephant Moraine 83379,8015,L6,177.4,1983.0,-76.27360999999999,157.19388999999998
Elephant Moraine 83380,8016,LL6,118.5,1983.0,-76.29278000000001,157.18028
Elephant Moraine 83383,8018,L6,116.8,1983.0,-76.32861,157.20443999999998
Elephant Moraine 83392,8027,L6,163.8,1983.0,-76.32444,157.17917
Elephant Moraine 83396,8031,L6,198.3,1983.0,-76.305,157.19611
Elephant Moraine 83399,8034,L3.3-3.6,203.3,1983.0,-76.31806,157.26056
Elephant Moraine 83400,8035,H5,112.9,1983.0,-76.32916999999999,157.20167
Elephant Moraine 83401,8036,LL6,111.7,1983.0,-76.30694,157.18389
Elephant Moraine 84304,8043,L6,152.2,1984.0,-76.31444,157.18528
Elephant Moraine 86800,8048,L6,116.0,1986.0,-76.32838000000001,157.22983
Elephant Moraine 87500,8051,Mesosiderite-B,8132.0,1987.0,-76.05029,156.07013
Elephant Moraine 87501,8052,Mesosiderite,4403.0,1987.0,-76.04325,156.08694
Elephant Moraine 87502,8053,L6,1810.1,1987.0,-76.28503,156.49716
Elephant Moraine 87503,8054,Howardite,1734.5,1987.0,-76.27468,156.491
Elephant Moraine 87509,8060,Eucrite-pmict,583.9,1987.0,-76.28513000000001,157.23911999999999
Elephant Moraine 87510,8061,Eucrite-pmict,250.3,1987.0,-76.28514,157.2449
Elephant Moraine 87512,8063,Howardite,181.6,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87513,8064,Howardite,394.5,1987.0,-76.2727,156.46331999999998
Elephant Moraine 87515,8066,L6,588.1,1987.0,-76.05805,156.3874
Elephant Moraine 87517,8068,Ureilite,272.6,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87518,8069,Eucrite-pmict,349.6,1987.0,-76.28562,157.24155
Elephant Moraine 87531,8081,Eucrite-pmict,527.2,1987.0,-76.2826,157.23989
Elephant Moraine 87532,8082,Eucrite-pmict,193.5,1987.0,-76.2854,157.24495
Elephant Moraine 87533,8083,L6,7364.8,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87534,8084,L5,1155.3,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87535,8085,L6,1230.8,1987.0,-76.27512,156.36181000000002
Elephant Moraine 87536,8086,L6,7526.4,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87537,8087,H5,3702.0,1987.0,-76.27247,157.15495
Elephant Moraine 87538,8088,L6,11894.0,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87539,8089,H5,2928.5,1987.0,-76.04491,156.06704
Elephant Moraine 87540,8090,L6,1172.4,1987.0,-76.28432,157.2153
Elephant Moraine 87541,8091,L6,1161.4,1987.0,-75.98619000000001,155.69836
Elephant Moraine 87542,8092,Eucrite-br,608.6,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87543,8093,H6,1761.9,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87544,8094,LL4,1499.4,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87545,8095,H5,486.3,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87546,8096,H6,2018.2,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87547,8097,H6,1223.2,1987.0,-76.04544,156.09938
Elephant Moraine 87548,8098,Eucrite-Mg rich,560.2,1987.0,-76.27148000000001,157.20281
Elephant Moraine 87549,8099,L6,538.6,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87550,8100,H5,1639.8,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87551,8101,H5,476.0,1987.0,-76.05056,156.44307
Elephant Moraine 87552,8102,H6,535.1,1987.0,-76.04887,156.35828999999998
Elephant Moraine 87553,8103,H4,682.2,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87554,8104,L6,1293.5,1987.0,-76.2723,156.51413
Elephant Moraine 87555,8105,L6,474.1,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87556,8106,L6,362.6,1987.0,-76.26621,156.48428
Elephant Moraine 87557,8107,L4,745.3,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87558,8108,L5,306.4,1987.0,-76.27776,157.14855
Elephant Moraine 87559,8109,L6,584.2000000000002,1987.0,-76.26578,156.48253
Elephant Moraine 87560,8110,H5,389.9,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87561,8111,L6,304.6,1987.0,-76.28273,157.18088
Elephant Moraine 87562,8112,H6,308.3,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87563,8113,H6,300.4,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87564,8114,L4,471.0,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87565,8115,H6,343.7,1987.0,-76.26614000000001,157.05846
Elephant Moraine 87566,8116,L6,388.1,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87567,8117,L6,298.5,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87568,8118,L6,305.7,1987.0,-76.27428,156.51289
Elephant Moraine 87569,8119,L6,211.3,1987.0,-76.27543,156.50173999999998
Elephant Moraine 87570,8120,L5,307.7,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87571,8121,H5,162.0,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87572,8122,L6,355.0,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87573,8123,L4,272.3,1987.0,-76.26879,156.52139
Elephant Moraine 87574,8124,L6,238.5,1987.0,-76.18333,157.16666999999998
Elephant Moraine 87575,8125,H6,396.0,1987.0,-76.04045,156.11675
Elephant Moraine 87576,8126,H5,327.5,1987.0,-76.28528,157.17764
Elephant Moraine 87577,8127,H5,147.9,1987.0,-76.26584,156.49606
Elephant Moraine 87578,8128,L6,350.0,1987.0,-76.18333,157.16666999999998
